iter	MAE
189	1628.551797
190	1624.684949
191	1621.624957
192	1620.069695
193	1616.9395
194	1612.653232
195	1609.904532
196	1605.718103
197	1602.302829
198	1599.157471
199	1597.128534
200	1593.666942
201	1589.241903
202	1586.140139
203	1582.441661
204	1579.989132
205	1577.796061
206	1575.648118
207	1572.726089
208	1567.715198
209	1564.930393
210	1560.613906
211	1559.143867
212	1556.268043
213	1553.883507
214	1549.772904
215	1546.331054
216	1542.745286
217	1540.000717
218	1536.269104
219	1533.297628
220	1531.115265
221	1529.075847
222	1525.512034
223	1522.215529
224	1520.667293
225	1518.556561
226	1516.769992
227	1513.680562
228	1510.163404
229	1506.290431
230	1502.901363
231	1500.312221
232	1496.470819
233	1492.69528
234	1489.565957
235	1486.751842
236	1483.840835
237	1479.740916
238	1476.081011
239	1473.558335
240	1471.069944
241	1469.590723
242	1466.93574
243	1462.924691
244	1459.714388
245	1457.303864
246	1453.479918
247	1449.81364
248	1447.503177
249	1445.91046
250	1442.774572
251	1438.133679
252	1434.391687
253	1433.027711
254	1431.154798
255	1428.288314
256	1425.065061
257	1422.234749
258	1419.402501
259	1417.985197
260	1414.404553
261	1411.942014
262	1410.162761
263	1407.500423
264	1404.870659
265	1401.499842
266	1399.41325
267	1396.113199
268	1393.364647
269	1392.172553
270	1390.050481
271	1388.671311
272	1385.818688
273	1383.8416
274	1381.564977
275	1378.464859
276	1375.320835
277	1372.881063
278	1370.890254
279	1367.807947
280	1365.646387
281	1364.716693
282	1362.997486
283	1360.651377
284	1357.907944
285	1355.368583
286	1352.440403
287	1350.465444
288	1347.975652
289	1345.038854
290	1342.216601
291	1340.141722
292	1338.841829
293	1337.088585
294	1335.156612
295	1333.059879
296	1331.456669
297	1330.458216
298	1329.295176
299	1327.630679
300	1325.927259
301	1324.208328
302	1320.757704
303	1319.051815
304	1315.707396
305	1314.923481
306	1312.995084
307	1311.683069
308	1309.894224
309	1308.025233
310	1305.583949
311	1304.569635
312	1303.603381
313	1301.050031
314	1298.677731
315	1297.405813
316	1295.219031
317	1294.009099
318	1290.373629
319	1288.925676
320	1287.623847
321	1286.569972
322	1284.43488
323	1282.977844
324	1281.804637
325	1279.089868
326	1277.424561
327	1275.588158
328	1273.248357
329	1272.286468
330	1270.277914
331	1269.009358
332	1266.942601
333	1265.114106
334	1263.644184
335	1262.099911
336	1259.821662
337	1258.90933
338	1255.79468
339	1254.261233
340	1252.469454
341	1251.163675
342	1249.493597
343	1247.617945
344	1246.196059
345	1244.780553
346	1242.611653
347	1241.413346
348	1239.704253
349	1238.287385
350	1236.758827
351	1235.09411
352	1233.1146
353	1231.230209
354	1228.164821
355	1226.898902
356	1224.95246
357	1223.657556
358	1221.249365
359	1220.17635
360	1218.914105
361	1216.631752
362	1214.485111
363	1213.542614
364	1211.130387
365	1209.326939
366	1207.228912
367	1205.644169
368	1204.088089
369	1201.655723
370	1199.51484
371	1198.539374
372	1196.031347
373	1194.026492
374	1192.452567
375	1190.919838
376	1189.395509
377	1188.635052
378	1187.044084
379	1185.684348
380	1184.168775
381	1182.239323
382	1179.92585
383	1177.934654
384	1174.926606
385	1173.781468
386	1171.324418
387	1169.878944
388	1168.475151
389	1166.494995
390	1164.934899
391	1164.040932
392	1162.397383
393	1159.910288
394	1158.986041
395	1156.782236
396	1155.764187
397	1154.82163
398	1153.833946
399	1152.573974
400	1150.82476
401	1150.055935
402	1149.272668
403	1147.786881
404	1145.661682
405	1143.108481
406	1140.566067
407	1138.396001
408	1136.153472
409	1134.399876
410	1132.576764
411	1130.627302
412	1128.839195
413	1127.499564
414	1126.248375
415	1125.191621
416	1124.048753
417	1123.167053
418	1122.117058
419	1120.52891
420	1119.193701
421	1118.07946
422	1116.392259
423	1114.776759
424	1112.677984
425	1111.812134
426	1110.182934
427	1108.213256
428	1106.902889
429	1105.210598
430	1103.627663
431	1102.504315
432	1100.586724
433	1099.506014
434	1098.455588
435	1097.373227
436	1096.136428
437	1095.061611
438	1093.779829
439	1092.698931
440	1091.605136
441	1089.395831
442	1088.16166
443	1087.215528
444	1086.188427
445	1084.503976
446	1083.409146
447	1081.249223
448	1080.243804
449	1078.94844
450	1077.196673
451	1076.156964
452	1074.65337
453	1073.371199
454	1072.230906
455	1071.619595
456	1070.711926
457	1069.581708
458	1068.13392
459	1066.924455
460	1065.461178
461	1063.946535
462	1063.026648
463	1062.245719
464	1061.196033
465	1060.605039
466	1059.926293
467	1058.421196
468	1057.096613
469	1055.73619
470	1055.105389
471	1054.269485
472	1053.006012
473	1051.555773
474	1050.661433
475	1049.704341
476	1048.692942
477	1047.294684
478	1046.695267
479	1045.809689
480	1044.623167
481	1043.592978
482	1041.759161
483	1041.328633
484	1039.867564
485	1039.254219
486	1038.541648
487	1036.854362
488	1035.634422
489	1034.763506
490	1034.214486
491	1032.480935
492	1031.813909
493	1030.446536
494	1029.931926
495	1028.345082
496	1027.046625
497	1025.796983
498	1025.301428
499	1023.925573
500	1022.872537
501	1021.983955
502	1020.97898
503	1019.653965
504	1019.137232
505	1017.740492
506	1016.762468
507	1015.226165
508	1014.341842
509	1013.059866
510	1011.941877
511	1010.253426
512	1008.169035
513	1006.90531
514	1005.808453
515	1004.052708
516	1003.62799
517	1003.101973
518	1001.525391
519	999.7437373
520	999.0066505
521	998.4321285
522	996.5490801
523	995.2183049
524	993.2759284
525	992.3200524
526	991.3134939
527	990.6257514
528	989.290913
529	988.4899254
530	987.1116887
531	986.2027226
532	985.7061204
533	984.8471686
534	984.165636
535	983.3544052
536	981.86855
537	980.5101086
538	979.109838
539	978.1537426
540	977.0681405
541	976.4621585
542	975.7358642
543	974.3005733
544	973.5411498
545	972.6469411
546	971.877128
547	971.3020075
548	970.4044231
549	969.6295857
550	969.1194253
551	968.2196449
552	967.706825
553	967.1180362
554	966.3438945
555	965.5502028
556	964.3811017
557	963.6720516
558	963.0290821
559	962.7082223
560	961.8280409
561	961.1321586
562	959.6112908
563	958.8002408
564	958.1106522
565	957.4793779
566	955.9044965
567	954.4588871
568	953.6014759
569	952.5760068
570	951.4266473
571	950.7099083
572	949.7289313
573	949.0325926
574	948.4980502
575	947.78763
576	946.9114285
577	946.1100216
578	945.1726664
579	944.0014569
580	942.9004794
581	942.2358103
582	941.5459405
583	940.9982858
584	940.2507308
585	939.4032873
586	938.4743493
587	937.1771769
588	936.0106237
589	935.2675641
590	934.4037206
591	933.5329606
592	932.5574986
593	931.5138126
594	930.5846703
595	930.2253132
596	929.5512382
597	929.0182072
598	927.8380547
599	927.2145123
600	926.3037331
601	925.5998747
602	924.4924824
603	923.8978948
604	922.9331899
605	922.5284903
606	921.037696
607	920.1367414
608	919.0921732
609	918.1730761
610	917.632112
611	916.542728
612	915.7767768
613	915.1569457
614	914.4839119
615	913.6339777
616	913.0283771
617	912.3107982
618	911.692934
619	911.18458
620	909.8620491
621	908.8170598
622	907.9034067
623	907.5760185
624	907.0858305
625	906.6697871
626	905.5864541
627	904.9621775
628	904.2537066
629	902.9833013
630	902.2451023
631	901.2349076
632	900.3752363
633	899.805779
634	899.2136739
635	897.7263505
636	896.759318
637	895.3272283
638	894.1758896
639	893.175226
640	892.1406664
641	890.9899673
642	889.8724523
643	888.7191829
644	887.6581414
645	886.8950097
646	885.2488071
647	884.3650452
648	883.5210421
649	882.8843082
650	882.0148053
651	880.9821563
652	879.7342916
653	879.1289347
654	878.3883785
655	877.3914951
656	876.4619031
657	875.8708074
658	874.9275552
659	874.6374048
660	873.1382973
661	872.4818585
662	872.1546349
663	871.2738221
664	870.593056
665	869.7986593
666	868.7790711
667	868.2480754
668	867.0802341
669	866.233012
670	865.2301865
671	864.2627454
672	863.7600495
673	863.0941628
674	862.1739939
675	861.547367
676	860.7122915
677	859.7033443
678	859.0244837
679	858.5998384
680	857.7891958
681	857.0133518
682	856.4616478
683	855.7697025
684	855.0546435
685	854.6829251
686	853.8629618
687	853.4344329
688	852.8110687
689	851.8228135
690	851.1554766
691	849.8605692
692	848.6697183
693	847.6578575
694	846.8162701
695	845.9723094
696	845.4824934
697	845.2095883
698	844.8569467
699	843.7201053
700	843.0050267
701	842.5101628
702	841.3688723
703	840.2857551
704	839.7160125
705	839.1588197
706	838.4806967
707	837.8009162
708	836.7895083
709	836.3249035
710	835.0370181
711	834.2815727
712	833.2526629
713	832.2033105
714	831.7395554
715	831.2706183
716	830.4449253
717	829.9459749
718	829.0830609
719	828.6861269
720	827.9825359
721	826.9761142
722	826.5285871
723	825.8149815
724	824.9786058
725	824.4034218
726	823.7740519
727	823.1290736
728	822.7219987
729	821.7656611
730	821.2951049
731	820.5921147
732	819.7468497
733	818.3268625
734	817.5923132
735	817.276995
736	816.6846843
737	816.0156983
738	815.2365588
739	814.7708217
740	813.8391888
741	813.0293506
742	812.2693725
743	811.7982691
744	810.8724638
745	810.179348
746	809.5722624
747	808.7867854
748	807.9032547
749	806.9791114
750	806.3404947
751	805.985945
752	804.969167
753	804.4035301
754	804.0276185
755	803.5124292
756	802.9852484
757	802.2816879
758	801.7047826
759	800.7663184
760	800.2856953
761	798.8647198
762	798.4659153
763	797.6139662
764	797.0992733
765	796.3089244
766	795.4949829
767	794.7977757
768	794.2891729
769	793.7176333
770	792.7388824
771	792.0708654
772	791.2129937
773	790.677127
774	790.0658471
775	789.8016505
776	789.06302
777	788.4713096
778	788.036769
779	787.7029863
780	787.1652539
781	786.720003
782	785.4577312
783	784.661275
784	784.3383532
785	783.9382812
786	782.9783439
787	782.6382526
788	782.3258887
789	781.9456679
790	780.7349808
791	780.1022569
792	779.6301422
793	778.8912626
794	778.3388549
795	777.2927055
796	776.7691664
797	775.5991809
798	775.0947009
799	774.3116446
800	773.6148932
801	772.5841474
802	771.6506017
803	770.9338506
804	770.083649
805	769.4531588
806	768.5444295
807	767.8944407
808	767.2685663
809	766.7818535
810	766.0688485
811	765.3505219
812	764.9919532
813	764.5146126
814	763.8414213
815	763.1496501
816	762.4044162
817	761.947032
818	761.2821935
819	760.8592388
820	760.3776393
821	759.9963458
822	759.361785
823	758.1964808
824	757.3794783
825	756.929938
826	756.306379
827	754.9204432
828	754.4662896
829	754.0433934
830	753.5110139
831	752.8954302
832	752.3959189
833	751.9789358
834	751.715154
835	751.2567408
836	750.6403417
837	750.4118871
838	749.8229203
839	749.0464123
840	748.4078538
841	747.3255867
842	746.7674451
843	746.1357904
844	745.6393986
845	744.9539339
846	744.401938
847	743.3882055
848	742.9508731
849	742.0317224
850	741.7166902
851	740.7735591
852	740.1533753
853	739.8724878
854	739.018697
855	738.4587131
856	738.1390033
857	737.4412629
858	736.9098501
859	736.19695
860	735.4700152
861	734.9931013
862	734.4696305
863	733.4690511
864	732.906665
865	732.1180849
866	731.5430735
867	731.3069723
868	730.6856118
869	730.5692836
870	729.962727
871	729.7314735
872	729.0179038
873	728.6741803
874	728.4125557
875	728.035425
876	727.700723
877	727.2238751
878	726.8556639
879	726.4084446
880	725.7863743
881	725.3574225
882	724.8101725
883	724.5580807
884	723.908554
885	723.5291287
886	723.0210736
887	722.6764668
888	722.0230673
889	721.7112386
890	721.2068206
891	720.8904121
892	720.1895138
893	719.7438188
894	719.4873497
895	719.1769142
896	718.8949378
897	718.4238004
898	718.0109996
899	717.2979883
900	716.9006849
901	716.2644392
902	715.9335365
903	715.2979802
904	715.1713063
905	714.7675295
906	714.3256088
907	714.0722529
908	713.6478774
909	713.2026767
910	712.574973
911	712.1421539
912	711.7981787
913	711.4762953
914	710.8444979
915	710.5778718
916	709.9487317
917	709.3584848
918	708.6953181
919	708.3025075
920	707.9952518
921	707.4773082
922	706.9324586
923	706.5657751
924	705.8688775
925	705.6411032
926	704.9651017
927	704.5378163
928	703.4746135
929	703.1341355
930	702.5409604
931	702.3196673
932	702.1237873
933	701.5172796
934	701.2078726
935	700.9800379
936	700.6082001
937	700.1717761
938	699.8081717
939	699.5562022
940	699.1557872
941	698.72358
942	698.1219303
943	697.6338622
944	697.191132
945	696.4486896
946	695.9521199
947	695.6503336
948	695.1293395
949	694.8931307
950	694.5296794
951	693.992966
952	693.5126106
953	693.2085825
954	692.959378
955	692.6795392
956	692.325992
957	691.8904472
958	691.5233181
959	691.1466816
960	690.5157947
961	690.2029568
962	690.063711
963	689.4708015
964	689.034859
965	688.6100368
966	688.0443946
967	687.4886721
968	686.9841935
969	686.6824251
970	686.1820059
971	685.8099266
972	684.8943471
973	684.6458654
974	684.452778
975	683.9543477
976	683.5513533
977	683.0771905
978	682.3292983
979	681.6657715
980	681.4328123
981	681.1118305
982	680.2330068
983	679.6822181
984	679.2085344
985	678.8175544
986	678.3343428
987	678.0380922
988	677.5697075
989	677.2109974
990	676.8856233
991	676.4312962
992	676.0429433
993	675.7511088
994	675.0959917
995	674.7453757
996	674.1672723
997	673.47879
998	673.2081683
999	672.9672098
1000	672.1111242
1001	671.8702378
1002	671.3766931
1003	670.8158328
1004	670.3528767
1005	669.8647814
1006	669.5909796
1007	669.3711114
1008	668.9770844
1009	668.8070488
1010	668.6319747
1011	668.3551255
1012	668.018693
1013	667.4377405
1014	666.9983445
1015	666.7966614
1016	666.280421
1017	666.0202537
1018	665.1609899
1019	664.8791535
1020	664.6100922
1021	664.3363833
1022	664.0500832
1023	663.8323073
1024	663.5946661
1025	663.0410477
1026	662.6100017
1027	662.2792791
1028	661.4909739
1029	661.1813116
1030	660.1881752
1031	659.7099102
1032	659.1443217
1033	658.7953044
1034	658.4173893
1035	658.0245188
1036	657.7251026
1037	657.2997373
1038	657.0816766
1039	656.7753543
1040	656.4844305
1041	656.0021541
1042	655.5850437
1043	655.3079136
1044	654.8835554
1045	654.5253927
1046	654.1454858
1047	653.8520283
1048	653.4944602
1049	653.0616835
1050	652.6163587
1051	652.1402627
1052	651.2177701
1053	651.0332578
1054	650.4651219
1055	650.1771705
1056	649.7030557
1057	649.5569826
1058	649.0803173
1059	648.7693085
1060	648.4313361
1061	647.9896128
1062	647.5235072
1063	647.3036634
1064	647.1934872
1065	646.6423828
1066	646.3279488
1067	646.1507777
1068	646.0015026
1069	645.7681261
1070	645.5073321
1071	645.2368074
1072	645.0604488
1073	644.7580167
1074	644.3958824
1075	643.7782317
1076	643.4609178
1077	643.1112638
1078	642.8623937
1079	642.3940121
1080	642.2278503
1081	641.9361453
1082	641.3681264
1083	640.9001836
1084	640.5586736
1085	640.2589118
1086	639.6692526
1087	639.4502616
1088	639.1097819
1089	638.6610909
1090	638.3085151
1091	638.1388518
1092	637.7400028
1093	637.0934309
1094	636.7307591
1095	636.3958537
1096	636.1173487
1097	635.9990194
1098	635.6091718
1099	635.2146648
1100	634.9145737
1101	634.549304
1102	634.2836024
1103	634.1436761
1104	633.9373133
1105	633.503193
1106	633.1358366
1107	632.9071378
1108	632.6471652
1109	632.4409436
1110	632.1498547
1111	631.784334
1112	631.3488723
1113	631.1683558
1114	631.0530205
1115	630.5529132
1116	630.1563964
1117	629.7135741
1118	629.4793304
1119	629.2420237
1120	628.719907
1121	628.2802263
1122	628.0772362
1123	627.6393723
1124	627.4600082
1125	627.2095228
1126	626.9185366
1127	626.4677484
1128	626.1323488
1129	625.8854214
1130	625.4383204
1131	625.2162036
1132	624.8357936
1133	624.5948564
1134	623.9948165
1135	623.6646137
1136	623.5617483
1137	623.193857
1138	622.9907619
1139	622.7501585
1140	622.3474498
1141	621.9529412
1142	621.553391
1143	621.2773271
1144	621.0120708
1145	620.6155173
1146	620.2103548
1147	619.897875
1148	619.0861852
1149	618.745954
1150	618.5449541
1151	618.1365466
1152	617.937292
1153	617.7679924
1154	617.4166209
1155	617.1912977
1156	616.9291179
1157	616.6250337
1158	616.5061515
1159	616.2530206
1160	616.060309
1161	615.6552661
1162	615.4629203
1163	614.7934751
1164	614.408286
1165	614.0312285
1166	613.5561296
1167	612.8434928
1168	612.362689
1169	612.2426228
1170	611.9820803
1171	611.7158162
1172	611.5320522
1173	611.4040162
1174	611.2102951
1175	610.9088705
1176	610.4815657
1177	609.9802082
1178	609.5687957
1179	609.278587
1180	608.8176409
1181	608.3098229
1182	607.8920434
1183	607.6622214
1184	607.4536951
1185	607.0807201
1186	606.920054
1187	606.6355892
1188	606.2579213
1189	606.1070686
1190	605.6284573
1191	605.0863155
1192	604.7203407
1193	604.5291511
1194	604.4201822
1195	603.7956202
1196	603.4017553
1197	603.0905515
1198	602.8948218
1199	602.3940035
1200	602.3111257
1201	602.135663
1202	601.9280509
1203	601.4307607
1204	601.268235
1205	601.1244586
1206	600.6986529
1207	600.2219244
1208	599.3993575
1209	599.038978
1210	598.8276932
1211	598.4190427
1212	598.2042124
1213	598.0823646
1214	597.9908666
1215	597.8627614
1216	597.6486046
1217	597.2434718
1218	596.7443705
1219	596.3614278
1220	595.8306759
1221	595.455209
1222	594.9686653
1223	594.3822786
1224	594.259211
1225	593.5737775
1226	593.3571917
1227	593.1535125
1228	592.6682635
1229	592.3276768
1230	592.2051354
1231	592.0691252
1232	591.9054133
1233	591.584673
1234	591.467381
1235	591.3485215
1236	590.9806342
1237	590.7273076
1238	590.2224947
1239	589.9027593
1240	589.2042717
1241	588.9976011
1242	588.8526327
1243	588.7224763
1244	588.4533071
1245	588.3351856
1246	588.0893334
1247	587.8692865
1248	587.6689153
1249	587.2184313
1250	586.6399464
1251	586.4630969
1252	586.0209942
1253	585.6488013
1254	585.4144701
1255	584.9519949
1256	584.7543531
1257	584.4130445
1258	583.8578456
1259	583.1785768
1260	582.4546336
1261	582.1397475
1262	581.7566128
1263	581.5497513
1264	581.3528177
1265	580.9981534
1266	580.7293083
1267	580.5237063
1268	580.2523954
1269	580.0317348
1270	579.7638395
1271	579.6098661
1272	579.5082287
1273	579.1276447
1274	578.9561205
1275	578.4823455
1276	578.2973759
1277	577.928912
1278	577.4851691
1279	577.250712
1280	576.8041175
1281	576.5769178
1282	575.9614849
1283	575.555527
1284	575.206711
1285	574.9192873
1286	574.3141276
1287	573.8989273
1288	573.7837862
1289	573.3932037
1290	573.082983
1291	572.5129152
1292	572.3754486
1293	572.0713727
1294	571.8031615
1295	571.3151461
1296	571.0930692
1297	570.9391609
1298	570.461498
1299	570.1250098
1300	569.7432527
1301	569.4053864
1302	569.2215504
1303	568.7269424
1304	568.4606676
1305	568.1743267
1306	567.8951049
1307	567.4244842
1308	567.0864275
1309	566.8484178
1310	566.5242101
1311	565.9701537
1312	565.7487254
1313	565.3765486
1314	565.2904077
1315	565.0191261
1316	564.7907736
1317	564.2424403
1318	563.9604533
1319	563.5472978
1320	563.0049916
1321	562.5487291
1322	562.3755487
1323	561.8159057
1324	561.2956894
1325	561.0476343
1326	560.7008748
1327	559.9647659
1328	559.8420115
1329	559.652128
1330	559.3161589
1331	559.1096354
1332	558.6768987
1333	558.622578
1334	558.3093978
1335	557.9412131
1336	557.6792701
1337	557.2642321
1338	557.0140078
1339	556.4637445
1340	556.1721179
1341	555.7035399
1342	555.4801292
1343	555.1697346
1344	554.9110667
1345	554.3972396
1346	554.2482181
1347	554.1225304
1348	554.0233525
1349	553.8096566
1350	553.6566381
1351	553.511485
1352	553.1785856
1353	552.4784475
1354	552.3480489
1355	552.2105791
1356	551.8486661
1357	551.721418
1358	551.4603647
1359	551.2878166
1360	550.9729965
1361	550.6631697
1362	550.5286049
1363	550.1730928
1364	549.678556
1365	549.1821714
1366	548.6938315
1367	548.1750861
1368	547.8343938
1369	547.5079437
1370	547.140981
1371	546.8940682
1372	546.6012988
1373	546.1313717
1374	545.9470115
1375	545.746093
1376	545.4270307
1377	545.3042978
1378	545.2017263
1379	544.9502519
1380	544.7490992
1381	544.5888969
1382	544.4302813
1383	544.2907197
1384	544.1301217
1385	543.8664459
1386	543.5300642
1387	543.2959745
1388	543.0123514
1389	542.7372442
1390	542.4683546
1391	542.2582587
1392	541.8386151
1393	541.5086711
1394	541.2999068
1395	541.0419758
1396	540.4639822
1397	540.3730675
1398	540.0868827
1399	539.9175781
1400	539.7213294
1401	539.4571703
1402	539.2289384
1403	538.772377
1404	538.5512049
1405	538.3707503
1406	537.9675276
1407	537.6049966
1408	537.2383828
